id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,property_type,price,security_deposit,review_scores_rating,place,avg.rating,experience_rating,response_rating,acceptance_rating,risk,risk_score,host_rating
4690351,24250249,"Lies",2014-11-28,"within an hour","100","100","t","Apartment","59.00","",97,"Antwerp",97,0.452075810119755,1,1,0,1,8.95207581011976
5047962,12309348,"Luc & Kristina",2014-02-17,"within an hour","100","97","t","Loft","60.00","0.00",93,"Antwerp",93,0.79847203123569,1,0.97,0,1,9.17847203123569
5074616,26204741,"Patrick",2015-01-16,"within an hour","100","100","t","Condominium","65.00","500.00",97,"Antwerp",97,0.392310264927217,1,1,7.69230769230769,0.846153846153846,8.43077180338875
5187760,24007242,"Bep",2014-11-21,"within an hour","100","93","t","Apartment","375.00","",98,"Antwerp",98,0.46061374514726,1,0.93,0,1,8.68061374514726
5233718,27086764,"Nina",2015-02-02,"within an hour","100","94","t","Apartment","80.00","150.00",97,"Antwerp",97,0.371575279860418,1,0.94,1.875,0.9625,8.51907527986042
5417459,7553126,"Tania",2013-07-17,"within an hour","100","97","t","House","50.00","586.00",96,"Antwerp",96,1.0607086070805,1,0.97,11.72,0.7656,8.7375086070805
6046872,27432928,"Anastassya",2015-02-08,"within an hour","100","98","t","Apartment","75.00","500.00",99,"Antwerp",99,0.364257049836842,1,0.98,6.66666666666667,0.866666666666667,8.38425704983684
6051973,3970988,"Arthur",2012-10-25,"within an hour","100","100","t","Apartment","115.00","200.00",99,"Antwerp",99,1.38393043312178,1,1,1.73913043478261,0.965217391304348,9.77958260703482
6070843,2781289,"Sanne",2012-06-29,"within an hour","100","98","t","Townhouse","65.00","250.00",98,"Antwerp",98,1.52785562358544,1,0.98,3.84615384615385,0.923076923076923,9.71708639281621
6149034,25673165,"Sharon",2015-01-06,"within an hour","100","100","t","Apartment","65.00","0.00",95,"Antwerp",95,0.40450731496651,1,1,0,1,8.90450731496651
6280548,32648035,"Hannes",2015-05-05,"within an hour","100","100","t","Apartment","45.00","250.00",94,"Antwerp",94,0.259362419498918,1,1,5.55555555555556,0.888888888888889,8.42602908616558
6418099,33481052,"Anne",2015-05-16,"within an hour","100","92","t","Townhouse","56.00","",97,"Antwerp",98.8,0.245945664455695,1,0.92,0,1,8.42594566445569
6545997,34241163,"Peter",2015-05-26,"within an hour","100","100","t","Apartment","69.00","",99,"Antwerp",99,0.233748614416401,1,1,0,1,8.7337486144164
6584668,9629145,"Tom",2013-10-25,"within an hour","100","96","t","Townhouse","450.00","1000.00",99,"Antwerp",99,0.938738106687566,1,0.96,2.22222222222222,0.955555555555556,9.14540477335423
6585827,34449017,"Martha",2015-05-28,"within an hour","100","92","t","House","38.00","0.00",97,"Antwerp",94,0.231309204408542,1,0.92,0,1,8.41130920440854
6670508,34913046,"Laila",2015-06-03,"within an hour","100","100","t","Apartment","86.00","0.00",97,"Antwerp",97.3333333333333,0.223990974384966,1,1,0,1,8.72399097438497
6988851,4371798,"Nina",2012-12-10,"within an hour","100","90","t","Apartment","86.00","250.00",99,"Antwerp",98.5,1.32782400294103,1,0.9,2.90697674418605,0.941860465116279,9.25340539828987
7365174,30007259,"Carlo En Johnny",2015-03-25,"within an hour","100","100","t","House","42.00","",98,"Antwerp",98,0.309370324660021,1,1,0,1,8.80937032466002
7395215,38669961,"Charis",2015-07-16,"within an hour","100","88","t","Apartment","92.00","500.00",95,"Antwerp",95,0.171543659216004,1,0.88,5.43478260869565,0.891304347826087,7.86545670269427
7614218,8851707,"Nancy & Arthur",2013-09-15,"within an hour","100","83","t","Apartment","50.00","250.00",94,"Antwerp",94,0.98752630684474,1,0.83,5,0.9,8.50752630684474
7814882,19889207,"Alexander",2014-08-12,"within an hour","100","100","t","Apartment","75.00","",97,"Antwerp",96,0.583803950544125,1,1,0,1,9.08380395054412
7977950,15310569,"Bart",2014-05-09,"within an hour","100","88","t","Apartment","38.00","",93,"Antwerp",93,0.699675925917413,1,0.88,0,1,8.71967592591741
8360000,44063080,"Katja",2015-09-13,"within an hour","100","96","t","Apartment","58.00","0.00",96,"Antwerp",96,0.0995810639841726,1,0.96,0,1,8.43958106398417
8587634,32817557,"Kukumaria",2015-05-07,"within an hour","100","100","t","House","50.00","0.00",97,"Antwerp",97,0.256923009491059,1,1,0,1,8.75692300949106
8599666,39961455,"Sam",2015-07-29,"within an hour","100","99","t","Apartment","80.00","400.00",97,"Antwerp",96.6666666666667,0.155687494164923,1,0.99,5,0.9,8.31568749416492
8769507,45978299,"Karine",2015-10-07,"within an hour","100","100","t","Loft","99.00","100.00",98,"Antwerp",98,0.0703081438898682,1,1,1.01010101010101,0.97979797979798,8.50970208328381
8965535,46855052,"Marije",2015-10-18,"within an hour","100","96","t","Loft","69.00","",93,"Antwerp",93,0.0568913888466453,1,0.96,0,1,8.39689138884665
9023182,45352120,"Jakke",2015-09-29,"within an hour","100","81","t","Apartment","65.00","",95,"Antwerp",95,0.080065783921303,1,0.81,0,1,7.8200657839213
9063100,42451031,"Arno",2015-08-25,"within an hour","100","100","t","Apartment","145.00","0.00",96,"Antwerp",96,0.12275545905883,1,1,0,1,8.62275545905883
9444009,48943070,"Anny",2015-11-13,"within an hour","100","96","t","Condominium","80.00","",97,"Antwerp",97,0.0251790587444822,1,0.96,0,1,8.36517905874448
9790385,2702001,"Tom & Carla",2012-06-21,"within an hour","100","99","t","Apartment","65.00","250.00",98,"Antwerp",97,1.53761326361688,1,0.99,3.84615384615385,0.923076923076923,9.76684403284765
10286773,8757194,"Vito",2013-09-10,"within an hour","100","100","t","Apartment","75.00","0.00",96,"Antwerp",96,0.993624831864386,1,1,0,1,9.49362483186439
10422112,33632853,"Jeroen",2015-05-18,"within an hour","100","100","t","Loft","130.00","",95,"Antwerp",95,0.243506254447836,1,1,0,1,8.74350625444784
10604260,10026319,"Marc",2013-11-15,"within an hour","100","77","t","House","60.00","",98,"Antwerp",98,0.913124301605049,1,0.77,0,1,8.49312430160505
10845191,56170552,"Ada & Wim",2016-01-26,"within an hour","100","99","t","Townhouse","30.00","1000.00",97,"Antwerp",97,-0.0650791115462897,1,0.99,33.3333333333333,0.333333333333333,6.39492088845371
11004345,43247005,"Rebecca",2015-09-03,"within an hour","100","87","t","Apartment","60.00","250.00",98,"Antwerp",96.2307692307692,0.111778114023466,1,0.87,4.16666666666667,0.916666666666667,7.84177811402347
11594953,61343779,"Paul",2016-03-03,"within an hour","100","100","t","Apartment","100.00","300.00",99,"Antwerp",99,-0.110208196691676,1,1,3,0.94,8.20979180330832
11859199,52779266,"Nico",2015-12-30,"within an hour","100","100","t","Apartment","48.00","",95,"Antwerp",95,-0.0321470764401972,1,1,0,1,8.4678529235598
12509158,2452987,"Eveline",2012-05-24,"within an hour","100","96","t","Loft","99.00","",96,"Antwerp",96,1.5717650037269,1,0.96,0,1,9.9117650037269
12659772,11811395,"Pauline",2014-01-31,"within an hour","100","100","t","House","99.00","150.00",96,"Antwerp",96,0.819207016302489,1,1,1.51515151515152,0.96969696969697,9.2282979253934
12746696,3922134,"Erwin",2012-10-19,"within an hour","100","100","t","Loft","96.00","",99,"Antwerp",99,1.39124866314535,1,1,0,1,9.89124866314535
12864070,70325465,"Dries",2016-05-04,"within an hour","100","100","t","Apartment","65.00","250.00",96,"Antwerp",96,-0.185829906935295,1,1,3.84615384615385,0.923076923076923,8.08340086229547
12968887,71339309,"Willem",2016-05-10,"within an hour","100","96","t","Apartment","75.00","250.00",97,"Antwerp",97,-0.193148136958872,1,0.96,3.33333333333333,0.933333333333333,7.94685186304113
13027951,7180790,"Sean",2013-06-29,"within an hour","100","100","t","Apartment","100.00","120.00",96,"Antwerp",96,1.08266329715123,1,1,1.2,0.976,9.51066329715123
13199192,13145096,"Veerle",2014-03-15,"within an hour","100","92","t","Villa","125.00","1500.00",100,"Antwerp",98,0.766759701133527,1,0.92,12,0.76,8.22675970113353
13350400,32949554,"Stéphane En Anneke",2015-05-09,"within an hour","100","100","t","Condominium","75.00","500.00",97,"Antwerp",97,0.2544835994832,1,1,6.66666666666667,0.866666666666667,8.3544835994832
13457478,9697887,"Ken",2013-10-29,"within an hour","100","97","t","Apartment","59.00","0.00",97,"Antwerp",97,0.933859286671848,1,0.97,0,1,9.31385928667185
13640722,3042153,"Hannes",2012-07-24,"within an hour","100","100","t","Apartment","65.00","150.00",99,"Antwerp",99,1.49736299848721,1,1,2.30769230769231,0.953846153846154,9.85890146002567
14399270,2528396,"Shana",2012-06-02,"within an hour","100","97","t","Apartment","34.00","",96,"Antwerp",96,1.56078765869153,1,0.97,0,1,9.94078765869153
14798944,1839854,"Stijn&Magali",2012-03-01,"within an hour","100","100","t","Apartment","55.00","",97,"Antwerp",97,1.67422022405696,1,1,0,1,10.174220224057
14905174,93598620,"Julie",2016-09-05,"within an hour","100","93","t","Apartment","25.00","500.00",98,"Antwerp",98,-0.337073327422535,1,0.93,20,0.6,6.68292667257747
15292817,76723203,"Carlile",2016-06-09,"within an hour","100","72","t","Apartment","43.00","0.00",98,"Antwerp",98,-0.229739287076752,1,0.72,0,1,7.15026071292325
15349356,10048055,"Liz",2013-11-16,"within an hour","100","99","t","Apartment","53.00","0.00",97,"Antwerp",97,0.91190459660112,1,0.99,0,1,9.37190459660112
15371998,28757711,"Ewa",2015-03-04,"within an hour","100","97","t","Apartment","120.00","",98,"Antwerp",98,0.334984129742537,1,0.97,0,1,8.71498412974254
15855343,55380854,"Chris",2016-01-20,"within an hour","100","100","t","Apartment","65.00","0.00",96,"Antwerp",96,-0.0577608815227136,1,1,0,1,8.44223911847729
15899585,20444360,"Vital",2014-08-23,"within an hour","100","96","t","Apartment","100.00","600.00",100,"Antwerp",100,0.570387195500902,1,0.96,6,0.88,8.5503871955009
15949936,24731798,"Christel & Paul",2014-12-11,"within an hour","100","91","t","Apartment","59.00","0.00",98,"Antwerp",98,0.436219645068673,1,0.91,0,1,8.57621964506867
16036168,104344031,"Kristof",2016-11-19,"within an hour","100","100","t","Apartment","99.00","",97,"Antwerp",97,-0.428551202717236,1,1,0,1,8.07144879728276
16228171,14408766,"Bert En Ellen",2016-12-03,"within an hour","100","100","t","Townhouse","80.00","300.00",99,"Antwerp",99,-0.445627072772247,1,1,3.75,0.925,7.82937292722775
16238598,106146420,"Patrick",2016-12-04,"within an hour","100","100","t","Apartment","60.00","0.00",95,"Antwerp",96,-0.446846777776176,1,1,0,1,8.05315322222382
16291478,106578417,"Greet",2016-12-08,"within an hour","88","82","t","Townhouse","150.00","0.00",100,"Antwerp",100,-0.451725597791894,0.88,0.82,0,1,7.14827440220811
16574735,109220278,"Ferdy",2016-12-31,"within an hour","100","100","t","Apartment","55.00","0.00",98,"Antwerp",98,-0.479778812882269,1,1,0,1,8.02022118711773
16610326,109618168,"Chantal & Christian",2017-01-03,"within an hour","100","100","t","Apartment","95.00","0.00",97,"Antwerp",99,-0.483437927894057,1,1,0,1,8.01656207210594
16682067,107000366,"Jan",2016-12-12,"within an hour","100","89","t","Apartment","58.00","0.00",99,"Antwerp",99,-0.456604417807611,1,0.89,0,1,7.60339558219239
16700193,511187,"Julie",2011-04-15,"within an hour","100","83","t","Apartment","120.00","200.00",97,"Antwerp",97.5,2.06574553031829,1,0.83,1.66666666666667,0.966666666666667,9.78574553031829
16978843,113627827,"Jeanine",2017-01-28,"within an hour","100","100","t","Townhouse","65.00","0.00",98,"Antwerp",99,-0.513930552992291,1,1,0,1,7.98606944700771
17115288,57235200,"Philippe",2016-02-03,"within an hour","100","98","t","Apartment","150.00","250.00",97,"Antwerp",97,-0.0748367515777245,1,0.98,1.66666666666667,0.966666666666667,8.24516324842228
17705145,23761226,"Manuel & Marc",2014-11-15,"within an hour","100","98","t","Apartment","60.00","",97,"Antwerp",98,0.467931975170836,1,0.98,0,1,8.88793197517084
17714717,83798692,"Karolien",2016-07-14,"within an hour","100","97","t","Apartment","128.00","",96,"Antwerp",96.5,-0.272428962214279,1,0.97,0,1,8.10757103778572
17791425,29818685,"Marie",2015-03-22,"within an hour","100","100","t","Apartment","95.00","1000.00",98,"Antwerp",98,0.313029439671809,1,1,10.5263157894737,0.789473684210526,8.18145049230339
17911859,4113286,"Kathleen",2012-11-10,"within an hour","100","91","t","House","350.00","400.00",99,"Antwerp",97.5,1.36441515305891,1,0.91,1.14285714285714,0.977142857142857,9.43584372448748
18017190,19380440,"Hodney",2014-08-03,"within an hour","100","100","t","Apartment","65.00","200.00",99,"Antwerp",99,0.594781295579489,1,1,3.07692307692308,0.938461538461538,8.9101659109641
18019638,77094202,"Asia",2016-06-11,"within an hour","100","100","t","Apartment","70.00","",95,"Antwerp",95,-0.232178697084611,1,1,0,1,8.26782130291539
18258873,14203222,"Nick",2014-04-12,"within an hour","100","98","t","Loft","74.00","150.00",98,"Antwerp",98,0.732607961023505,1,0.98,2.02702702702703,0.95945945945946,9.03098633940188
18444706,12257236,"Kristien",2014-02-15,"within an hour","100","93","t","Apartment","82.00","0.00",100,"Antwerp",100,0.800911441243549,1,0.93,0,1,9.02091144124355
18695649,129393935,"Catherine",2017-05-08,"within an hour","100","100","t","Townhouse","43.00","0.00",95,"Antwerp",95,-0.635901053385226,1,1,0,1,7.86409894661477
18723756,130212050,"Gaelle",2017-05-14,"within an hour","100","60","t","Apartment","59.00","0.00",99,"Antwerp",99,-0.643219283408802,1,0.6,0,1,6.2567807165912
19013331,9550351,"Tony",2013-10-21,"within an hour","100","100","t","Apartment","75.00","0.00",98,"Antwerp",98,0.943616926703283,1,1,0,1,9.44361692670328
19028126,45715457,"Susha",2015-10-04,"within an hour","100","100","t","Loft","95.00","333.00",99,"Antwerp",99,0.0739672589016562,1,1,3.50526315789474,0.929894736842105,8.36365146942797
19110362,40455235,"Christiane",2015-08-04,"within an hour","100","99","t","Apartment","75.00","0.00",96,"Antwerp",94.75,0.148369264141347,1,0.99,0,1,8.60836926414135
19341633,135507270,"Kris",2017-06-17,"within an hour","100","100","t","Townhouse","75.00","0.00",97,"Antwerp",97,-0.6846892535424,1,1,0,1,7.8153107464576
19380026,84498948,"Klaartje",2016-07-18,"within an hour","100","97","t","Loft","115.00","350.00",98,"Antwerp",97.6666666666667,-0.277307782229997,1,0.97,3.04347826086957,0.939130434782609,7.92008352211783
19408127,132859594,"Axel",2017-05-31,"within an hour","100","87","t","Apartment","74.00","0.00",97,"Antwerp",97,-0.663954268475601,1,0.87,0,1,7.3160457315244
19597739,64812114,"Joachim",2016-03-28,"within an hour","100","100","t","Apartment","60.00","250.00",95,"Antwerp",95,-0.140700821789909,1,1,4.16666666666667,0.916666666666667,8.10929917821009
19615621,38231050,"Caroline",2015-07-12,"within an hour","100","100","t","Apartment","60.00","0.00",100,"Antwerp",100,0.176422479231722,1,1,0,1,8.67642247923172
19698195,9118333,"Sophie & Robin",2013-09-29,"within an hour","100","99","t","Apartment","50.00","250.00",97,"Antwerp",97,0.970450436789729,1,0.99,5,0.9,9.13045043678973
19841063,9026227,"Hilde",2013-09-24,"within an hour","100","95","t","Apartment","115.00","0.00",99,"Antwerp",99,0.976548961809376,1,0.95,0,1,9.27654896180938
19989893,27223858,"Veerle",2015-02-04,"within an hour","100","99","t","Townhouse","55.00","0.00",98,"Antwerp",98,0.369135869852559,1,0.99,0,1,8.82913586985256
20241456,42432875,"Raman",2015-08-24,"within an hour","100","100","t","Apartment","55.00","0.00",95,"Antwerp",96.5,0.12397516406276,1,1,0,1,8.62397516406276
20274885,103303603,"Bert",2016-11-11,"within an hour","100","100","t","Apartment","60.00","0.00",97,"Antwerp",97,-0.418793562685801,1,1,0,1,8.0812064373142
20942852,150558275,"Zeynep",2017-09-14,"within an hour","100","100","t","Apartment","115.00","250.00",99,"Antwerp",99.5,-0.793242998892112,1,1,2.17391304347826,0.956521739130435,7.57632221849919
20965905,150821773,"Aïda",2017-09-16,"within an hour","100","97","t","Condominium","95.00","0.00",98,"Antwerp",98,-0.795682408899971,1,0.97,0,1,7.58431759110003
21102559,90573434,"Jef",2016-08-18,"within an hour","90","86","t","Apartment","30.00","",95,"Antwerp",94.5,-0.315118637351807,0.9,0.86,0,1,7.47488136264819
21116070,37346742,"Sofie",2015-07-02,"within an hour","100","100","t","Apartment","90.00","300.00",98,"Antwerp",98,0.188619529271015,1,1,3.33333333333333,0.933333333333333,8.48861952927101
21168610,90067494,"Carine",2016-08-15,"within an hour","100","98","t","Apartment","95.00","100.00",97,"Antwerp",97,-0.311459522340019,1,0.98,1.05263157894737,0.978947368421053,8.04538258292314
21436958,12374777,"Tijs",2014-02-19,"within an hour","100","100","t","Apartment","39.00","500.00",95,"Antwerp",95,0.796032621227832,1,1,12.8205128205128,0.743589743589744,8.52680185199706
21577578,156913718,"Vincent",2017-10-31,"within an hour","100","100","t","Apartment","75.00","150.00",97,"Antwerp",97,-0.850569134076791,1,1,2,0.96,7.52943086592321
21718764,27851106,"Loes",2015-02-16,"within an hour","100","100","t","Apartment","60.00","",95,"Antwerp",95,0.354499409805407,1,1,0,1,8.85449940980541
21831536,41179586,"Karen",2015-08-11,"within an hour","100","100","t","Apartment","120.00","0.00",97,"Antwerp",96.5,0.139831329113841,1,1,0,1,8.63983132911384
21942782,11700039,"Rick",2014-01-27,"within an hour","100","97","t","Apartment","77.00","160.00",100,"Antwerp",100,0.824085836318207,1,0.97,2.07792207792208,0.958441558441559,9.07941051164288
22006435,11808749,"Nils",2014-01-31,"within an hour","100","91","t","Loft","45.00","85.00",97,"Antwerp",97,0.819207016302489,1,0.91,1.88888888888889,0.962222222222222,8.84587368296916
22097777,55406436,"Dietrich & Sofie",2016-01-20,"within an hour","100","100","t","Guest suite","59.00","250.00",96,"Antwerp",95.6666666666667,-0.0577608815227136,1,1,4.23728813559322,0.915254237288136,8.18800183034169
22181904,6248736,"Paolo",2013-05-06,"within an hour","100","99","t","Guest suite","65.00","0.00",96,"Antwerp",95.5,1.14852736736341,1,0.99,0,1,9.60852736736341
22465258,66223859,"Hilde",2016-04-07,"within an hour","100","93","t","Apartment","95.00","0.00",97,"Antwerp",97,-0.152897871829203,1,0.93,0,1,8.0671021281708
22993422,170532458,"Catherine",2018-01-29,"within an hour","100","99","t","Loft","62.00","0.00",96,"Antwerp",96,-0.960342584430433,1,0.99,0,1,7.49965741556957
23028504,147371686,"Kristine",2017-08-23,"within an hour","100","100","t","Apartment","75.00","0.00",98,"Antwerp",98,-0.766409488805666,1,1,0,1,7.73359051119433
23033176,170915114,"Marie-Christine",2018-01-31,"within an hour","100","98","t","Apartment","59.00","200.00",97,"Antwerp",97,-0.962781994438292,1,0.98,3.38983050847458,0.932203389830509,7.25382817505323
23162754,150914667,"Kristel",2017-09-17,"within an hour","100","100","t","Loft","54.00","0.00",95,"Antwerp",95,-0.7969021139039,1,1,0,1,7.7030978860961
23181475,68051781,"Jeroen",2016-04-20,"within an hour","100","95","t","Townhouse","39.00","0.00",97,"Antwerp",97,-0.168754036880285,1,0.95,0,1,8.13124596311972
23372858,174207585,"Sylvie",2018-02-19,"within an hour","100","99","t","Apartment","63.00","0.00",98,"Antwerp",98,-0.985956389512949,1,0.99,0,1,7.47404361048705
23500895,44085325,"Charline",2015-09-13,"within an hour","100","99","t","Townhouse","110.00","0.00",97,"Antwerp",95,0.0995810639841726,1,0.99,0,1,8.55958106398417
23521144,43658721,"Nicole",2015-09-08,"within an hour","100","100","t","Townhouse","160.00","0.00",99,"Antwerp",99,0.105679589003819,1,1,0,1,8.60567958900382
23628172,93506620,"Stig",2016-09-04,"within an hour","100","98","t","Apartment","59.00","200.00",95,"Antwerp",95,-0.335853622418606,1,0.98,3.38983050847458,0.932203389830509,7.88075654707292
23636688,176907315,"Grace",2018-03-06,"within an hour","100","99","t","Apartment","65.00","0.00",97,"Antwerp",97,-1.00425196457189,1,0.99,0,1,7.45574803542811
23755415,165968147,"Ingrid",2018-01-05,"within an hour","100","100","t","Apartment","59.00","0.00",97,"Antwerp",97,-0.931069664336128,1,1,0,1,7.56893033566387
23786630,157495101,"Tinka",2017-11-05,"within an hour","100","94","t","Apartment","95.00","350.00",98,"Antwerp",98,-0.856667659096438,1,0.94,3.68421052631579,0.926315789473684,7.18227970932461
23789288,101262040,"Geert",2016-10-25,"within an hour","100","100","t","Apartment","63.00","0.00",96,"Antwerp",96.6666666666667,-0.398058577619002,1,1,0,1,8.101941422381
23984840,16627148,"Lieselot",2014-06-10,"within an hour","100","100","t","Apartment","120.00","0.00",99,"Antwerp",99,0.660645365791674,1,1,0,1,9.16064536579167
24061317,4563513,"Rayes",2013-01-02,"within an hour","100","100","t","Apartment","79.00","",96,"Antwerp",97,1.29977078785065,1,1,0,1,9.79977078785065
24091879,180636255,"Carmen",2018-03-26,"within an hour","100","100","t","Apartment","59.00","0.00",96,"Antwerp",96,-1.02864606465048,1,1,0,1,7.47135393534952
24308139,90201257,"Erwin",2016-08-16,"within an hour","100","97","t","Apartment","120.00","1800.00",100,"Antwerp",100,-0.312679227343948,1,0.97,15,0.7,7.16732077265605
24340681,43185160,"Yan",2015-09-02,"within an hour","100","99","t","Townhouse","250.00","",96,"Antwerp",95.3333333333333,0.112997819027395,1,0.99,0,1,8.5729978190274
24518063,334804,"Ann",2011-01-04,"within an hour","90","68","t","Apartment","71.00","250.00",99,"Antwerp",99,2.18893573571515,0.9,0.68,3.52112676056338,0.929577464788732,9.04766813008135
24548862,123763332,"Mk",2017-04-01,"within an hour","100","96","t","Loft","95.00","1000.00",97,"Antwerp",97,-0.59077196823984,1,0.96,10.5263157894737,0.789473684210526,7.11764908439174
24961581,96214620,"Wim",2016-09-21,"within an hour","100","92","t","Apartment","100.00","0.00",100,"Antwerp",100,-0.356588607485404,1,0.92,0,1,7.8234113925146
25068907,50671362,"Filip",2015-12-06,"within an hour","100","100","t","Apartment","66.00","",97,"Antwerp",97,-0.00287415634589283,1,1,0,1,8.49712584365411
25071158,820292,"Jonas",2011-07-14,"within an hour","100","98","t","Apartment","37.00","300.00",97,"Antwerp",97,1.95597207996464,1,0.98,8.10810810810811,0.837837837837838,9.88948559347816
25569352,13377217,"Kenny",2014-03-21,"within an hour","100","100","t","Apartment","40.00","100.00",97,"Antwerp",97,0.759441471109951,1,1,2.5,0.95,9.10944147110995
26023466,195447870,"Barbara",2018-06-13,"within an hour","95","100","t","Apartment","99.00","0.00",98,"Antwerp",98,-1.1250027599609,0.95,1,0,1,7.2999972400391
26114800,167506909,"Robert",2018-01-13,"within an hour","100","96","t","Apartment","50.00","0.00",98,"Antwerp",98,-0.940827304367563,1,0.96,0,1,7.39917269563244
26181108,37722028,"Zouhra",2015-07-06,"within an hour","100","100","t","Apartment","95.00","0.00",100,"Antwerp",99,0.183740709255298,1,1,0,1,8.6837407092553
26457685,198954594,"Dirk & Daniella",2018-06-30,"within an hour","100","100","t","Apartment","49.00","0.00",98,"Antwerp",98,-1.14573774502769,1,1,0,1,7.35426225497231
26464842,35217596,"Irina",2015-06-07,"within an hour","100","95","t","Townhouse","55.00","0.00",97,"Antwerp",97,0.219112154369249,1,0.95,0,1,8.51911215436925
26764297,88607358,"Uwe",2016-08-08,"within an hour","100","100","t","Apartment","60.00","150.00",98,"Antwerp",98,-0.302921587312513,1,1,2.5,0.95,8.04707841268749
26772734,28419248,"Hans",2015-02-26,"within an hour","100","100","t","Apartment","142.00","500.00",100,"Antwerp",100,0.342302359766113,1,1,3.52112676056338,0.929577464788732,8.63103475413231
26954216,202021039,"Leonardo",2018-07-13,"within an hour","100","99","t","House","22.00","0.00",98,"Antwerp",97.8,-1.16159391007878,1,0.99,0,1,7.29840608992122
27241429,9179575,"Dimitri",2013-10-02,"within an hour","100","100","t","Apartment","42.00","0.00",95,"Antwerp",95,0.966791321777941,1,1,0,1,9.46679132177794
